Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"Islam N,Faheem Y,Din IU,Talha M,Guizani M,Khalil M","Islam N,Faheem Y,Din IU,Talha M,Guizani M,Khalil M",A blockchain-based fog computing framework for activity recognition as an application to e-Healthcare services,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2019,100.0,,10.1016/j.future.2019.05.059,https://www.sciencedirect.com/science/article/pii/S0167739X19309860;http://dx.doi.org/10.1016/j.future.2019.05.059,0167-739X,,569-578,"Human action recognition, e-Health, Fog computing, Cloud computing, Support vector machine, Error-correcting-output-code",English,ScienceDirect,"In modern e-Healthcare systems, human activity recognition (HAR) is one of the most challenging tasks in remote monitoring of patients suffering from mental illness or disabilities for necessary assistance. One of the major issues is to provide security to a number of different connected devices to the Internet, known as Internet of Things (IoT). A potential solution to this problem is the blockchain-based architecture. In addition, the complex nature of activities performed by humans in diverse healthcare environments reduces the qualitative measures for extracting distinct features representing various human actions. To answer this challenge, we propose an activity monitoring and recognition framework, which is based on multi-class cooperative categorization procedure to improve the activity classification accuracy in videos supporting the fog or cloud computing-based blockchain architecture. In the proposed approach, frame-based salient features are extracted from videos consisting of different human activities, which are further processed into action vocabulary for efficiency and accuracy. Similarly, the classification of activities is performed using support vector machine (SVM) based on the error-correction-output-codes (ECOC) framework. It has been observed through experimental results that the proposed approach is more efficient and achieves higher accuracy regarding human activity recognition as compared to other state-of-the-art action recognition approaches."
"Sharmila AH,Jaisankar N","Sharmila AH,Jaisankar N",Edge Intelligent Agent Assisted Hybrid Hierarchical Blockchain for continuous healthcare monitoring & recommendation system in 5G WBAN-IoT,Computer Networks,Journal Article,Computer Networks,2021,200.0,,10.1016/j.comnet.2021.108508,https://www.sciencedirect.com/science/article/pii/S1389128621004448;http://dx.doi.org/10.1016/j.comnet.2021.108508,1389-1286,,108508,"WBAN, Edge computing, Hybrid blockchain, Healthcare monitoring and recommendation, 5G, Internet of Things (IoT)",English,ScienceDirect,"Wireless Body Area Network (WBAN) is an emerging technology that faces many challenges for monitoring patient health state information and early diagnosis of any disease (e.g. COVID-19). In addition, WBAN has many issues such as high energy consumption, overhead and latency due to the scarcity in resources, for that we bring edge assisted 5G environment in WBAN. The patient information is sensitive and easily traced by the attackers due to insecurity, for that, we proposed the EiA-H2B model (Edge intelligent Agent Hybrid Hierarchical Blockchain) which includes five phases. Firstly we proposed Biological PUF based sensor authentication, which is a strong credential that provides high security. All the sensors are authenticated by the virtual authenticator that is deployed by a blockchain ledger. Due to the mobility of WBAN, we focused on handover that is done by Bi-Partite One to N matching theory. Secondly, we proposed high voting based virtual clustering, in this phase high voting sensor is elected as a super node and that is used to create a virtual cluster. Thirdly, we proposed duty cycle MAC scheduling protocol is used to predict the original state of the sensors which is done by Attention Matrix based Gated Recurrent Unit (AM-GRU), and then the timeslots are allocated for avoiding packet loss and retransmission. Fourth, we perform relay selection and routing that is done by Global Optimization based Artificial Electric Field Algorithm (AEFA). And finally, we predict emergency data and generate an alert in EiA using Human Learning aided State Action Reward State Action (SARSA) algorithm that finds the current state and predicts the corresponding action. Based on that current state information SARSA provides an efficient recommendation to the patients. Experiments are conducted by OMNeT ++ network simulator and evaluate the performance of the proposed EiA-H2B model in terms of energy consumption, success rate, network throughput, end to end delay, packet loss rate, authentication time and processing time."
"Khan AA,Laghari AA,Gadekallu TR,Shaikh ZA,Javed AR,Rashid M,Estrela VV,Mikhaylov A","Khan AA,Laghari AA,Gadekallu TR,Shaikh ZA,Javed AR,Rashid M,Estrela VV,Mikhaylov A",A drone-based data management and optimization using metaheuristic algorithms and blockchain smart contracts in a secure fog environment,Computers and Electrical Engineering,Journal Article,Computers and Electrical Engineering,2022,102.0,,10.1016/j.compeleceng.2022.108234,https://www.sciencedirect.com/science/article/pii/S0045790622004700;http://dx.doi.org/10.1016/j.compeleceng.2022.108234,0045-7906,,108234,"Blockchain, Smart contract, Metaheuristic, Genetic algorithm, Fog node, Drone data management and optimization",English,ScienceDirect,"The advent of fog computing as an extension of cloud-enabling technology has moved from the hub of the internet framework to the unmanned aerial vehicle (UAV)-enabled control and management of drone-based data. The key objectives are to improve the computation and processing of drone-based resource constraints and deliver the data to the outsourced computational node to schedule, process, manage, optimize, and preserve it since they are located close to each other through a wireless sensor network. This collaborative technological approach to robustness is the standard of drone system design and implementation, reducing the computational power, resource consumption, and latency for the application that needs a fast response. However, recent research into fog-enabled drone-based data management and optimization poses a serious challenge in terms of privacy, security, and preservation. On the other hand, Blockchain Hyperledger Technology, which is mostly used in Bitcoin Cryptocurrencies, has been applied in a large number of distributed applications due to the ledger integrity, transparency, trustworthiness, provenance, reliability, availability, protection, and security-related distributed features that are provided. Therefore, the distributed application of drone control has received more attention because of its ability to handle collaborative procedures to capture, schedule, process, optimize, manage, and preserve drone-based data using fog nodes and blockchain hyperledger technology. In this paper, we proposed a collaborative approach using blockchain hyperledger fabric and a metaheuristic-enabled genetic algorithm for fog node management called B-Drone. This approach handles drone-based data collection, scheduling, optimizing, processing, managing, and preservation in a secure manner in the fog node. The protection of each transaction between drone and fog node before exchange is private with the utilization of the hash-encryption (SHA-256) algorithm. The blockchain smart contracts are implemented and deployed to auto-manage all the connectivity and communication protocols between drones and fog nodes in the designed private permissioned network. The simulations of the proposed collaborative approach reduce the computing cost down to 12.03% and increase the performance up to 73.11%, thus decreasing the cost of drone-ledger preservation down to 30.13% and the robust usage of the network up to 54.29% as compared to other state-of-the-art methods ."
"Shukla S,Thakur S,Hussain S,Breslin JG,Jameel SM","Shukla S,Thakur S,Hussain S,Breslin JG,Jameel SM",Identification and Authentication in Healthcare Internet-of-Things Using Integrated Fog Computing Based Blockchain Model,Internet of Things,Journal Article,Internet of Things,2021,15.0,,10.1016/j.iot.2021.100422,https://www.sciencedirect.com/science/article/pii/S2542660521000664;http://dx.doi.org/10.1016/j.iot.2021.100422,2542-6605,,100422,"Healthcare, Internet-of-Things, fog computing, blockchain, cloud computing, edge computing, encryption, decryption, ring, symmetric key, asymmetric key, security, Diffie-Hellman, signature, cryptography",English,ScienceDirect,"The healthcare Internet-of-Things (IoT) offers many benefits including data transmission in real-time mode, the ability to monitor the physiological state of the patient in a different interval of time. Devices such as blood-pressure monitors, glucose meters, heart monitoring implants, Electroencephalography (EEG), Electrocardiogram (ECG), and Electromyography (EMG) wearable devices allow health providers to collect the patient health information locally and make a real-time decision based on the Patient Health Data (PHD). Hospitals have been adopting the IoT for many years and now they have healthcare IoT devices in patients' rooms and their bodies. However, the medical agencies, hospitals, and companies do not consider the security risk of healthcare IoT devices connected to a Local Area Network (LAN) or Wide Area Network (WAN). The IoT devices can be easily hacked and may lead to several potentially life-threatening risks due to poor authentication and encryption practices. Existing machine learning algorithms and blockchain approach working in the cloud computing environment are unable to meet the Quality of Service (QoS) like reliability, authentication, identification, and security requirements of healthcare IoT devices. Most of the traditional machine learning algorithms and techniques for healthcare IoT lacks the real-world implementation for secure data transmission. Therefore, blockchain is introduced for secure and reliable transaction in healthcare IoT. Whereas Fog Computing (FC) is introduced to extend the services of the cloud at the edge of networks. Integration of FC with blockchain can overcome the issue of healthcare IoT device identification, authentication, and verification for scalable frequent data transmission in a decentralized environment. Hence, a novel solution for the abovementioned problem is proposed using FC and blockchain. It includes an FC-based three-tier architecture, an analytical model, a mathematical framework, and an Advanced Signature-Based Encryption (ASE) algorithm for healthcare IoT device identification, verification, and Patient Health Data (PHD) authentication. The aim is to extend secure data transmission for healthcare IoT and end-users availing the real-time services. The proposed model and algorithm will be able to provide services for transaction and transmission near the edge in a secure manner. By analyzing the generated results from the proposed novel ASE algorithm for throughput, packet error, reliability, and malicious node detection accuracy; it is observed that the ASE algorithm in the FC environment easily outperforms the cloud and the other existing state of the art techniques such as FogBus, Femto cloud, Blockchain Fog-based Architecture Network (BFAN), and BeeKeeper. The malicious node detection accuracy of the ASE algorithm in the FC environment is 91% and in the cloud is 83%. Whereas the reliability percentage of the ASE algorithm in FC is 95% and in the cloud is 87%. The proposed approach is tested on simulators iFogSim (Net-Beans) and SimBlock."
"Razaque A,Jararweh Y,Alotaibi B,Alotaibi M,Hariri S,Almiani M","Razaque A,Jararweh Y,Alotaibi B,Alotaibi M,Hariri S,Almiani M",Energy-efficient and secure mobile fog-based cloud for the Internet of Things,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,127.0,,10.1016/j.future.2021.08.024,https://www.sciencedirect.com/science/article/pii/S0167739X21003320;http://dx.doi.org/10.1016/j.future.2021.08.024,0167-739X,,1-13,"Mobile fog-based cloud, IoT, Energy, Hybrid energy-efficient consumption, Blockchain technology",English,ScienceDirect,"The mobile fog-based cloud (MFBC) plays a major role for the Internet of Things (IoT) and is highly suitable for obtaining virtualized data without additional waiting time. However, the limited battery power of mobile devices limits access to abundant data. To address this problem, an energy-efficient and secure algorithm should be introduced to reduce energy consumption for the MFBC. In this paper, an energy-efficient and secure hybrid (EESH) algorithm is introduced for the MFBC to support the IoT. The EESH algorithm uses the voltage scaling factor to reduce energy consumption. The performance of the EESH algorithm is substantially better than the state-of-the-art contending algorithms when the number of IoT-tasks increases, and EESH consumes minimal energy. Furthermore, the identity of mobile cloud users is of paramount significance; therefore, the EESH is further secured by applying a malicious data detection (MDD) algorithm using blockchain technology. The capability of the processors on the server side of the MFBC is analyzed and improved for the IoT. The proposed EESH, MDD and underlying algorithms are programmed on the Java platform. Finally, the performance of the proposed algorithms on the MFBC is compared with that of known algorithms in terms of security, energy efficiency, throughput and latency."
"Masuduzzaman M,Islam A,Sadia K,Shin SY","Masuduzzaman M,Islam A,Sadia K,Shin SY",UAV-based MEC-assisted automated traffic management scheme using blockchain,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,134.0,,10.1016/j.future.2022.04.018,https://www.sciencedirect.com/science/article/pii/S0167739X22001418;http://dx.doi.org/10.1016/j.future.2022.04.018,0167-739X,,256-270,"Blockchain, Multi-access edge computing, Pairwise compatibility graph, Unmanned aerial vehicle, Vehicle detection",English,ScienceDirect,"In this paper, an automated real-time traffic management scheme is proposed by using unmanned aerial vehicles (UAV) in an effective and secured way. However, owing to the low computational capability and limited battery capacity of a UAV, multi-access edge computing (MEC) is applied to enhance the performance of an automated UAV-based traffic management scheme. Additionally, blockchain technology is introduced in the automated traffic management scheme to store the traffic record for providing network repudiation and avoiding any third-party interference with the network. An algorithm is developed based on the concept of a pairwise compatibility graph for the UAV-assisted automated traffic management scheme wherein a deep learning (DL) model is used for vehicle detection. Moreover, a two-phase authentication mechanism is proposed for a faster and secure verification process of the registered devices in the proposed scheme. Finally, a result analysis is conducted based on the security analysis and performance analysis to verify the effectiveness of the proposed scheme."
"Pu Y,Xiang T,Hu C,Alrawais A,Yan H","Pu Y,Xiang T,Hu C,Alrawais A,Yan H",An efficient blockchain-based privacy preserving scheme for vehicular social networks,Information Sciences,Journal Article,Information Sciences,2020,540.0,,10.1016/j.ins.2020.05.087,https://www.sciencedirect.com/science/article/pii/S0020025520305156;http://dx.doi.org/10.1016/j.ins.2020.05.087,0020-0255,,308-324,"Vehicular social networks, Blockchain, Privacy-protection, Data security",English,ScienceDirect,"In vehicular social networks (VSNs), edge stations or cloud service provider can support the traffic services or location services to vehicles. Moreover, the information sharing among vehicles can assist vehicles to avoid traffic accidents and guarantee driving safety. However, it is easy to be threatened in the communication of vehicle-to-edge station, vehicle-to-cloud service provider and vehicle-to-vehicle in VSNs, which leads to the vehicle's privacy leakage easily. Besides, some malicious users may provide untrustworthy information to mislead others just for its selfishness. Hence, in this paper, we propose an efficient, reliable and privacy-preserving scheme based on blockchain for VSNs. In our scheme, pseudonym mechanism is employed to achieve individual anonymization by concealing the vehicles' identity. Moreover, to encourage vehicles to report trustworthy information, incentive-punishment mechanism is proposed. Meanwhile, we propose multi-factors and single-factor weight-based evaluation mechanism to evaluate the reliability of message. Additionally, Practical Byzantine Fault Tolerance (PBFT) and blockchain are also employed to achieve consensus and store the records respectively, which can prevent malicious entities from manipulating on vehicles' reward scores and credit scores. Finally, we analyze the security of the proposed scheme in terms of external attacks, internal attacks, collusion attacks etc. The relevant experimental results are shown that our scheme is feasible and efficient."
"Zhang J,Lou W,Sun H,Su Q,Li W","Zhang J,Lou W,Sun H,Su Q,Li W",Truthful auction mechanisms for resource allocation in the Internet of Vehicles with public blockchain networks,Future Generation Computer Systems,Journal Article,Future Generation Computer Systems,2022,132.0,,10.1016/j.future.2022.02.002,https://www.sciencedirect.com/science/article/pii/S0167739X22000450;http://dx.doi.org/10.1016/j.future.2022.02.002,0167-739X,,11-24,"Blockchain, Internet of vehicles, Edge computing, Resource allocation, Mechanism design",English,ScienceDirect,"Recording vehicle driving data into the blockchain can effectively solve problems of data authenticity and security, which is a focus of research on blockchain and the Internet of Vehicles. However, when using blockchain technology, the proof-of-work completed by vehicles may consume substantial energy and computing resources, which limits the application of blockchain technology in the internet of vehicles environment. Therefore, this paper considers deploying edge computing nodes to support blockchain technology and introducing an auction mechanism to encourage users to record vehicle driving data as miners. This paper proposes two auction mechanisms for the blockchain network formed by edge computing service providers and miners to maximize the social welfare. Specifically, one mechanism is used when the resource demands of the miners are the same, and the other is used when the resource demands of the miners are different. For resource allocation, the former uses the maximum cost maximum flow algorithm to achieve optimal allocation, and the latter uses a heuristic algorithm. For price payment, the former uses the Vickrey--Clarke--Groves mechanism, and the latter uses dichotomy. These two price payment algorithms use critical value theory to calculate the payment price. This paper demonstrates that both are truthful and individually rational. Through experiments, this paper evaluates indicators such as social welfare, satisfaction, and resource utilization. The experiments show that the proposed auction mechanism can effectively maximize social welfare in the blockchain network and provide an effective resource allocation strategy for edge computing service providers."
"Li Q,Wang X,Wang P,Zhang W,Yin J","Li Q,Wang X,Wang P,Zhang W,Yin J",FARDA: A fog-based anonymous reward data aggregation security scheme in smart buildings,Building and Environment,Journal Article,Building and Environment,2022,225.0,,10.1016/j.buildenv.2022.109578,https://www.sciencedirect.com/science/article/pii/S0360132322008083;http://dx.doi.org/10.1016/j.buildenv.2022.109578,0360-1323,,109578,"IoTs, Smart buildings, Sustainable, Blockchain, Fog computing",English,ScienceDirect,"Nowadays the Internet of Things (IoT) for smart city is prevalent around the world, named as City IoT. Since building is the key facility in the city, smart building (SB) plays an important role in smart city. With the development of new AI technology and expansion of clients' demand, smart buildings spread gradually in cities. Thereby, amounts of edge devices are accessed to the City IoT leading to the computation resources explosion and security issues in the smart environment. Here, we study the security of the data sensing in smart IoT and propose a novel data aggregation scheme, named Fog-based Anonymous Reward Data Aggregation scheme (later referred to as FARDA), to preserve the user privacy for developing a sustainable City IoT system. Specifically, this proposed scheme merges the AI based blockchain for enhancing the security on the edge devices and fog computing for the energy sustainability. More, FADRA attracts mobile sensing users and fog nodes by an anonymous reward mechanism in the blockchain framework. The framework leverages the provable Monero's blockchain to endow two privacy requirements: (i) unlinkability between the payer's address and the payee's address and (ii) the non-traceability of the transaction sources. Moreover, two PKCs in the blockchain guarantee the benefits of sensing data participants theoretically. We verify the security properties of FARDA in theory and evaluate the efficiency for data sensing in smart environments on smartphones by experiments. Our study paves a way for broad researches on sustainable IoT in smart scenarios."
"Wang Y,Jia X,Xia Y,Khan MK,He D","Wang Y,Jia X,Xia Y,Khan MK,He D",A blockchain-based conditional privacy-preserving authentication scheme for edge computing services,Journal of Information Security and Applications,Journal Article,Journal of Information Security and Applications,2022,70.0,,10.1016/j.jisa.2022.103334,https://www.sciencedirect.com/science/article/pii/S221421262200179X;http://dx.doi.org/10.1016/j.jisa.2022.103334,2214-2126,,103334,"Authentication, Edge computing, Blockchain, Conditional privacy-preserving",English,ScienceDirect,"Edge computing is a new paradigm, especially suitable for Internet of Things (IoT) applications, which require low latency, location awareness and mass connections. It surely makes up for some shortcomings in cloud computing in terms of energy consumption and real-time analysis areas. However, it is still a great challenge to guarantee data security and privacy protection in edge computing environment. In this paper, we focus on the topic of authentication in edge computing and propose a conditional privacy-preserving authentication scheme based on blockchain, which guarantees user anonymity, conditional traceability as well as multi-factor security. The scheme uses elliptic curve cryptography (ECC) and does not use bilinear pairing operations. The key materials are stored on the blockchain and managed by the smart contracts. Formal security proof and heuristic security analysis show that the protocol satisfies desired security requirements and resists against most kinds of conventional attacks. Moreover, the performance comparison shows that the proposed scheme is more efficient in computation and communication than previous related schemes."
"Zhang K,Gui X,Ren D,Du T,He X","Zhang K,Gui X,Ren D,Du T,He X",Optimal pricing-based computation offloading and resource allocation for blockchain-enabled beyond 5G networks,Computer Networks,Journal Article,Computer Networks,2022,203.0,,10.1016/j.comnet.2021.108674,https://www.sciencedirect.com/science/article/pii/S1389128621005478;http://dx.doi.org/10.1016/j.comnet.2021.108674,1389-1286,,108674,"Multi-access edge computing, Computation offloading, Blockchain, Pricing, Double auction, Game theory",English,ScienceDirect,"Computation offloading has been considered as a promising solution for resource-constrained mobile devices supporting computation-intensive mobile collaborative applications in beyond 5G networks. By leveraging network-assisted device-to-device (D2D) collaboration, resource-constrained mobile devices are able to offload computation tasks to nearby resource-sharing mobile devices. Meanwhile, blockchain technology is developing rapidly and has been applied to mobile scenarios with massive information interaction for establishing trust between mobile devices. However, the computing power of mobile devices is limited by the physical size and battery capacity, which is not enough to cope with the high computation overhead for blockchain mining process. Thus, offloading mining tasks to the edge servers becomes a viable option. This paper investigates both of the D2D task offloading problem and the mining task offloading problem in a blockchain-enabled beyond 5G network. For the purpose of efficient resource allocation, the former is formulated as a double auction market and the latter is formulated as a Stackelberg game. Moreover, we propose two pricing based schemes to solve these two computation offloading problems, among which Bayes-Nash equilibrium and Stackelberg equilibrium are analyzed. At last, by comparison with the benchmark, the efficiency and effectiveness of our proposed schemes are evaluated. Numerical results show that both of the double auction based normal task offloading scheme and the Stackelberg game based mining task offloading scheme are able to improve the utility of resource demanders and providers."
