Item type,Authors,Editors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Address,Book title,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Notes,Series
Journal Article,Minoli D,,Positioning of blockchain mechanisms in IOT-powered smart home systems: A gateway-based approach,Internet of Things,2020,10.0,,100147,,,,2020,,2542-6605,https://www.sciencedirect.com/science/article/pii/S2542660519302525;http://dx.doi.org/10.1016/j.iot.2019.100147,10.1016/j.iot.2019.100147,"This paper reviews a number of existing smart home Internet of Thing (IoT) automation architectures, providing a credible appraisal of that environment, and, furthermore assesses the applicability of blockchain mechanisms to this use case. Specifically, the paper affords the conclusion that in most instances of home automation, a potential topological place to start the blockchain is in the home gateway that supports the processing and computing required to aggregate or in-network-preprocess the data flows from the various appliances; however, the computing and storage requirements may limit this deployment paradigm to a subset of cases. Alternatively, the place to start the blockchain could be in the fog-to-core gateway point, but in this case this process does not fully guarantee end-to-end integrity. The actual Proof of Work (PoW) functionality would likely be in the core network and not in the relatively low computing-power home gateway. Another alternative envisions private local blockchains to be instituted in the home area network, but still not necessarily for all appliance-generated transactions due to the large volume of such status, event, and usage data.","Home automation, Domotics, IoT, IoT gateways, Middleware bridges, UPnP, UPnP Cloud, ZigBee, Bloothooth Mesh, Blockchains, Proof or work",Special Issue of the Elsevier IoT Journal on Blockchain Applications in IoT Environments,
Journal Article,"Latif SA,Wen FB,Iwendi C,Wang LL,Mohsin SM,Han Z,Band SS",,"AI-empowered, blockchain and SDN integrated security architecture for IoT network of cyber physical systems",Computer Communications,2022,181.0,,274-283,,,,2022,,0140-3664,https://www.sciencedirect.com/science/article/pii/S0140366421003662;http://dx.doi.org/10.1016/j.comcom.2021.09.029,10.1016/j.comcom.2021.09.029,"Internet of things (IoT) is one of the most emerging technologies nowadays and it is one of the key enablers of industrial cyber physical system (CPSs). It has started to participate in almost every aspect of our social life, ranging from financial transactions to the healthcare system, communication to national security, battlefield to smart homes, and so on. However, the wide deployment of IoT suffers certain issues as well, such as interoperability, compatibility, heterogeneity, large amount of data, processing of heterogeneous data etc. Among others, energy efficiency and security are the utmost prominent issues. Scarce computing resources of IoT devices put hindrances on information sharing across edge or IoT network. Indeed, unintentional or malicious interference with IoT data may lead to severe concerns. In this study, the researcher exploits the potential benefits of a blockchain system and integrates it with software-defined networking (SDN) while justifying energy and security issues. More in detail, the researcher proposed a new routing protocol with the cluster structure for IoT networks using blockchain-based architecture for SDN controller. The proposed architecture obviates proof-of-work (PoW) with private and public blockchains for Peer-to-Peer (P2P) communication between SDN controllers and IoT devices. In addition to this, distributed trust-based authentication mechanism makes blockchain even more adoptive for IoT devices with limited resources. The experimental results show that the proposed cluster structure based routing protocol outperforms the state-of-the-art Ad-hoc On-demand Distance Vector (AODV), Destination-Sequenced Distance Vector (DSDV), Secure Mobile Sensor Network (SMSN), Energy efficient secured cluster based distributed fault diagnosis (EESCFD), and Ad-hoc On-demand Multipath Distance Vector (AOMDV), in terms of energy consumption, network throughput, and packet latency. Proposed protocol help overcome the issues especially, energy management and security of the next generation industrial cyber physical systems.","Internet of things, SDN, Blockchain, Security, Energy efficiency, Cyber physical systems, Industry 4.0",,
Journal Article,"Baker T,Asim M,Samwini H,Shamim N,Alani MM,Buyya R",,A blockchain-based Fog-oriented lightweight framework for smart public vehicular transportation systems,Computer Networks,2022,203.0,,108676,,,,2022,,1389-1286,https://www.sciencedirect.com/science/article/pii/S138912862100548X;http://dx.doi.org/10.1016/j.comnet.2021.108676,10.1016/j.comnet.2021.108676,"Rapid urbanization is putting a strain on the transport systems of cities worldwide. The effects of this trend include prolonged traffic jams and increasing environmental pollution from rising CO2 emissions. As city planning requires innovative ways of dealing with the rapid urbanization trend, technological solutions were proposed such as cloud computing, smart vehicles, and Vehicular Ad hoc NETwork (VANET). In this paper, we take advantage of next-generation network technologies to propose a responsive and lightweight framework for smart transportation system which employs blockchain for authentication using fog computing's improvement over cloud computing for distributed applications to provide an efficient and secure transportation system. We take into account the future technologies of 5G and Beyond 5G (B5G) and argue that the integration of B5G technologies, federated learning, blockchain, and edge computing provides the perfect platform necessary for a smart transportation system The evaluation of the proposed framework is done by comparing it to the current cloud-based approach in iFogSim, a popular simulation tool for fog computing research. The evaluation of blockchain-based authentication was done using a customized implementation of blockchain executed in an experimental setup. The simulation results showed that the proposed framework provides superior performance in terms of security, latency, and energy consumption of the system.","Blockchain, Vehicular networks, Fog, Federated learning, Vehicular clouds, Beyond 5G technologies",,
Journal Article,"Islam N,Faheem Y,Din IU,Talha M,Guizani M,Khalil M",,A blockchain-based fog computing framework for activity recognition as an application to e-Healthcare services,Future Generation Computer Systems,2019,100.0,,569-578,,,,2019,,0167-739X,https://www.sciencedirect.com/science/article/pii/S0167739X19309860;http://dx.doi.org/10.1016/j.future.2019.05.059,10.1016/j.future.2019.05.059,"In modern e-Healthcare systems, human activity recognition (HAR) is one of the most challenging tasks in remote monitoring of patients suffering from mental illness or disabilities for necessary assistance. One of the major issues is to provide security to a number of different connected devices to the Internet, known as Internet of Things (IoT). A potential solution to this problem is the blockchain-based architecture. In addition, the complex nature of activities performed by humans in diverse healthcare environments reduces the qualitative measures for extracting distinct features representing various human actions. To answer this challenge, we propose an activity monitoring and recognition framework, which is based on multi-class cooperative categorization procedure to improve the activity classification accuracy in videos supporting the fog or cloud computing-based blockchain architecture. In the proposed approach, frame-based salient features are extracted from videos consisting of different human activities, which are further processed into action vocabulary for efficiency and accuracy. Similarly, the classification of activities is performed using support vector machine (SVM) based on the error-correction-output-codes (ECOC) framework. It has been observed through experimental results that the proposed approach is more efficient and achieves higher accuracy regarding human activity recognition as compared to other state-of-the-art action recognition approaches.","Human action recognition, e-Health, Fog computing, Cloud computing, Support vector machine, Error-correcting-output-code",,
Journal Article,"Sharmila AH,Jaisankar N",,Edge Intelligent Agent Assisted Hybrid Hierarchical Blockchain for continuous healthcare monitoring & recommendation system in 5G WBAN-IoT,Computer Networks,2021,200.0,,108508,,,,2021,,1389-1286,https://www.sciencedirect.com/science/article/pii/S1389128621004448;http://dx.doi.org/10.1016/j.comnet.2021.108508,10.1016/j.comnet.2021.108508,"Wireless Body Area Network (WBAN) is an emerging technology that faces many challenges for monitoring patient health state information and early diagnosis of any disease (e.g. COVID-19). In addition, WBAN has many issues such as high energy consumption, overhead and latency due to the scarcity in resources, for that we bring edge assisted 5G environment in WBAN. The patient information is sensitive and easily traced by the attackers due to insecurity, for that, we proposed the EiA-H2B model (Edge intelligent Agent Hybrid Hierarchical Blockchain) which includes five phases. Firstly we proposed Biological PUF based sensor authentication, which is a strong credential that provides high security. All the sensors are authenticated by the virtual authenticator that is deployed by a blockchain ledger. Due to the mobility of WBAN, we focused on handover that is done by Bi-Partite One to N matching theory. Secondly, we proposed high voting based virtual clustering, in this phase high voting sensor is elected as a super node and that is used to create a virtual cluster. Thirdly, we proposed duty cycle MAC scheduling protocol is used to predict the original state of the sensors which is done by Attention Matrix based Gated Recurrent Unit (AM-GRU), and then the timeslots are allocated for avoiding packet loss and retransmission. Fourth, we perform relay selection and routing that is done by Global Optimization based Artificial Electric Field Algorithm (AEFA). And finally, we predict emergency data and generate an alert in EiA using Human Learning aided State Action Reward State Action (SARSA) algorithm that finds the current state and predicts the corresponding action. Based on that current state information SARSA provides an efficient recommendation to the patients. Experiments are conducted by OMNeT ++ network simulator and evaluate the performance of the proposed EiA-H2B model in terms of energy consumption, success rate, network throughput, end to end delay, packet loss rate, authentication time and processing time.","WBAN, Edge computing, Hybrid blockchain, Healthcare monitoring and recommendation, 5G, Internet of Things (IoT)",,
Journal Article,"Khan AA,Laghari AA,Gadekallu TR,Shaikh ZA,Javed AR,Rashid M,Estrela VV,Mikhaylov A",,A drone-based data management and optimization using metaheuristic algorithms and blockchain smart contracts in a secure fog environment,Computers and Electrical Engineering,2022,102.0,,108234,,,,2022,,0045-7906,https://www.sciencedirect.com/science/article/pii/S0045790622004700;http://dx.doi.org/10.1016/j.compeleceng.2022.108234,10.1016/j.compeleceng.2022.108234,"The advent of fog computing as an extension of cloud-enabling technology has moved from the hub of the internet framework to the unmanned aerial vehicle (UAV)-enabled control and management of drone-based data. The key objectives are to improve the computation and processing of drone-based resource constraints and deliver the data to the outsourced computational node to schedule, process, manage, optimize, and preserve it since they are located close to each other through a wireless sensor network. This collaborative technological approach to robustness is the standard of drone system design and implementation, reducing the computational power, resource consumption, and latency for the application that needs a fast response. However, recent research into fog-enabled drone-based data management and optimization poses a serious challenge in terms of privacy, security, and preservation. On the other hand, Blockchain Hyperledger Technology, which is mostly used in Bitcoin Cryptocurrencies, has been applied in a large number of distributed applications due to the ledger integrity, transparency, trustworthiness, provenance, reliability, availability, protection, and security-related distributed features that are provided. Therefore, the distributed application of drone control has received more attention because of its ability to handle collaborative procedures to capture, schedule, process, optimize, manage, and preserve drone-based data using fog nodes and blockchain hyperledger technology. In this paper, we proposed a collaborative approach using blockchain hyperledger fabric and a metaheuristic-enabled genetic algorithm for fog node management called B-Drone. This approach handles drone-based data collection, scheduling, optimizing, processing, managing, and preservation in a secure manner in the fog node. The protection of each transaction between drone and fog node before exchange is private with the utilization of the hash-encryption (SHA-256) algorithm. The blockchain smart contracts are implemented and deployed to auto-manage all the connectivity and communication protocols between drones and fog nodes in the designed private permissioned network. The simulations of the proposed collaborative approach reduce the computing cost down to 12.03% and increase the performance up to 73.11%, thus decreasing the cost of drone-ledger preservation down to 30.13% and the robust usage of the network up to 54.29% as compared to other state-of-the-art methods .","Blockchain, Smart contract, Metaheuristic, Genetic algorithm, Fog node, Drone data management and optimization",,
Journal Article,"Shukla S,Thakur S,Hussain S,Breslin JG,Jameel SM",,Identification and Authentication in Healthcare Internet-of-Things Using Integrated Fog Computing Based Blockchain Model,Internet of Things,2021,15.0,,100422,,,,2021,,2542-6605,https://www.sciencedirect.com/science/article/pii/S2542660521000664;http://dx.doi.org/10.1016/j.iot.2021.100422,10.1016/j.iot.2021.100422,"The healthcare Internet-of-Things (IoT) offers many benefits including data transmission in real-time mode, the ability to monitor the physiological state of the patient in a different interval of time. Devices such as blood-pressure monitors, glucose meters, heart monitoring implants, Electroencephalography (EEG), Electrocardiogram (ECG), and Electromyography (EMG) wearable devices allow health providers to collect the patient health information locally and make a real-time decision based on the Patient Health Data (PHD). Hospitals have been adopting the IoT for many years and now they have healthcare IoT devices in patients' rooms and their bodies. However, the medical agencies, hospitals, and companies do not consider the security risk of healthcare IoT devices connected to a Local Area Network (LAN) or Wide Area Network (WAN). The IoT devices can be easily hacked and may lead to several potentially life-threatening risks due to poor authentication and encryption practices. Existing machine learning algorithms and blockchain approach working in the cloud computing environment are unable to meet the Quality of Service (QoS) like reliability, authentication, identification, and security requirements of healthcare IoT devices. Most of the traditional machine learning algorithms and techniques for healthcare IoT lacks the real-world implementation for secure data transmission. Therefore, blockchain is introduced for secure and reliable transaction in healthcare IoT. Whereas Fog Computing (FC) is introduced to extend the services of the cloud at the edge of networks. Integration of FC with blockchain can overcome the issue of healthcare IoT device identification, authentication, and verification for scalable frequent data transmission in a decentralized environment. Hence, a novel solution for the abovementioned problem is proposed using FC and blockchain. It includes an FC-based three-tier architecture, an analytical model, a mathematical framework, and an Advanced Signature-Based Encryption (ASE) algorithm for healthcare IoT device identification, verification, and Patient Health Data (PHD) authentication. The aim is to extend secure data transmission for healthcare IoT and end-users availing the real-time services. The proposed model and algorithm will be able to provide services for transaction and transmission near the edge in a secure manner. By analyzing the generated results from the proposed novel ASE algorithm for throughput, packet error, reliability, and malicious node detection accuracy; it is observed that the ASE algorithm in the FC environment easily outperforms the cloud and the other existing state of the art techniques such as FogBus, Femto cloud, Blockchain Fog-based Architecture Network (BFAN), and BeeKeeper. The malicious node detection accuracy of the ASE algorithm in the FC environment is 91% and in the cloud is 83%. Whereas the reliability percentage of the ASE algorithm in FC is 95% and in the cloud is 87%. The proposed approach is tested on simulators iFogSim (Net-Beans) and SimBlock.","Healthcare, Internet-of-Things, fog computing, blockchain, cloud computing, edge computing, encryption, decryption, ring, symmetric key, asymmetric key, security, Diffie-Hellman, signature, cryptography",,
Journal Article,"Razaque A,Jararweh Y,Alotaibi B,Alotaibi M,Hariri S,Almiani M",,Energy-efficient and secure mobile fog-based cloud for the Internet of Things,Future Generation Computer Systems,2022,127.0,,1-13,,,,2022,,0167-739X,https://www.sciencedirect.com/science/article/pii/S0167739X21003320;http://dx.doi.org/10.1016/j.future.2021.08.024,10.1016/j.future.2021.08.024,"The mobile fog-based cloud (MFBC) plays a major role for the Internet of Things (IoT) and is highly suitable for obtaining virtualized data without additional waiting time. However, the limited battery power of mobile devices limits access to abundant data. To address this problem, an energy-efficient and secure algorithm should be introduced to reduce energy consumption for the MFBC. In this paper, an energy-efficient and secure hybrid (EESH) algorithm is introduced for the MFBC to support the IoT. The EESH algorithm uses the voltage scaling factor to reduce energy consumption. The performance of the EESH algorithm is substantially better than the state-of-the-art contending algorithms when the number of IoT-tasks increases, and EESH consumes minimal energy. Furthermore, the identity of mobile cloud users is of paramount significance; therefore, the EESH is further secured by applying a malicious data detection (MDD) algorithm using blockchain technology. The capability of the processors on the server side of the MFBC is analyzed and improved for the IoT. The proposed EESH, MDD and underlying algorithms are programmed on the Java platform. Finally, the performance of the proposed algorithms on the MFBC is compared with that of known algorithms in terms of security, energy efficiency, throughput and latency.","Mobile fog-based cloud, IoT, Energy, Hybrid energy-efficient consumption, Blockchain technology",,
Journal Article,"Masuduzzaman M,Islam A,Sadia K,Shin SY",,UAV-based MEC-assisted automated traffic management scheme using blockchain,Future Generation Computer Systems,2022,134.0,,256-270,,,,2022,,0167-739X,https://www.sciencedirect.com/science/article/pii/S0167739X22001418;http://dx.doi.org/10.1016/j.future.2022.04.018,10.1016/j.future.2022.04.018,"In this paper, an automated real-time traffic management scheme is proposed by using unmanned aerial vehicles (UAV) in an effective and secured way. However, owing to the low computational capability and limited battery capacity of a UAV, multi-access edge computing (MEC) is applied to enhance the performance of an automated UAV-based traffic management scheme. Additionally, blockchain technology is introduced in the automated traffic management scheme to store the traffic record for providing network repudiation and avoiding any third-party interference with the network. An algorithm is developed based on the concept of a pairwise compatibility graph for the UAV-assisted automated traffic management scheme wherein a deep learning (DL) model is used for vehicle detection. Moreover, a two-phase authentication mechanism is proposed for a faster and secure verification process of the registered devices in the proposed scheme. Finally, a result analysis is conducted based on the security analysis and performance analysis to verify the effectiveness of the proposed scheme.","Blockchain, Multi-access edge computing, Pairwise compatibility graph, Unmanned aerial vehicle, Vehicle detection",,
Journal Article,"Pu Y,Xiang T,Hu C,Alrawais A,Yan H",,An efficient blockchain-based privacy preserving scheme for vehicular social networks,Information Sciences,2020,540.0,,308-324,,,,2020,,0020-0255,https://www.sciencedirect.com/science/article/pii/S0020025520305156;http://dx.doi.org/10.1016/j.ins.2020.05.087,10.1016/j.ins.2020.05.087,"In vehicular social networks (VSNs), edge stations or cloud service provider can support the traffic services or location services to vehicles. Moreover, the information sharing among vehicles can assist vehicles to avoid traffic accidents and guarantee driving safety. However, it is easy to be threatened in the communication of vehicle-to-edge station, vehicle-to-cloud service provider and vehicle-to-vehicle in VSNs, which leads to the vehicle's privacy leakage easily. Besides, some malicious users may provide untrustworthy information to mislead others just for its selfishness. Hence, in this paper, we propose an efficient, reliable and privacy-preserving scheme based on blockchain for VSNs. In our scheme, pseudonym mechanism is employed to achieve individual anonymization by concealing the vehicles' identity. Moreover, to encourage vehicles to report trustworthy information, incentive-punishment mechanism is proposed. Meanwhile, we propose multi-factors and single-factor weight-based evaluation mechanism to evaluate the reliability of message. Additionally, Practical Byzantine Fault Tolerance (PBFT) and blockchain are also employed to achieve consensus and store the records respectively, which can prevent malicious entities from manipulating on vehicles' reward scores and credit scores. Finally, we analyze the security of the proposed scheme in terms of external attacks, internal attacks, collusion attacks etc. The relevant experimental results are shown that our scheme is feasible and efficient.","Vehicular social networks, Blockchain, Privacy-protection, Data security",,
Journal Article,"Zhang J,Lou W,Sun H,Su Q,Li W",,Truthful auction mechanisms for resource allocation in the Internet of Vehicles with public blockchain networks,Future Generation Computer Systems,2022,132.0,,11-24,,,,2022,,0167-739X,https://www.sciencedirect.com/science/article/pii/S0167739X22000450;http://dx.doi.org/10.1016/j.future.2022.02.002,10.1016/j.future.2022.02.002,"Recording vehicle driving data into the blockchain can effectively solve problems of data authenticity and security, which is a focus of research on blockchain and the Internet of Vehicles. However, when using blockchain technology, the proof-of-work completed by vehicles may consume substantial energy and computing resources, which limits the application of blockchain technology in the internet of vehicles environment. Therefore, this paper considers deploying edge computing nodes to support blockchain technology and introducing an auction mechanism to encourage users to record vehicle driving data as miners. This paper proposes two auction mechanisms for the blockchain network formed by edge computing service providers and miners to maximize the social welfare. Specifically, one mechanism is used when the resource demands of the miners are the same, and the other is used when the resource demands of the miners are different. For resource allocation, the former uses the maximum cost maximum flow algorithm to achieve optimal allocation, and the latter uses a heuristic algorithm. For price payment, the former uses the Vickrey--Clarke--Groves mechanism, and the latter uses dichotomy. These two price payment algorithms use critical value theory to calculate the payment price. This paper demonstrates that both are truthful and individually rational. Through experiments, this paper evaluates indicators such as social welfare, satisfaction, and resource utilization. The experiments show that the proposed auction mechanism can effectively maximize social welfare in the blockchain network and provide an effective resource allocation strategy for edge computing service providers.","Blockchain, Internet of vehicles, Edge computing, Resource allocation, Mechanism design",,
